"municipio_distrito","fecha_informe","casos_confirmados_totales","tasa_incidencia_acumulada_total","codigo_geometria","casos_semanales","tasa_incidencia_semanal","week"
"Madrid-Ciudad Lineal","2021-05-18",23417,10649.37,79615,234,106.41,64
"Madrid-Ciudad Lineal","2021-05-25",23651,10755.78,79615,199,90.5,65
"Madrid-Ciudad Lineal","2021-06-01",23850,10846.28,79615,139,63.2199999999993,66
"Madrid-Ciudad Lineal","2021-06-08",23989,10909.5,79615,109,49.5699999999997,67
"Madrid-Ciudad Lineal","2021-06-15",24098,10959.07,79615,78,35.4700000000012,68
"Madrid-Ciudad Lineal","2021-06-22",24176,10994.54,79615,93,42.2899999999991,69
"Madrid-Ciudad Lineal","2021-06-29",24269,11036.83,79615,559,254.219999999999,70
"Madrid-Ciudad Lineal","2021-07-13",24828,11291.05,79615,744,338.35,71
"Madrid-Ciudad Lineal","2021-07-20",25572,11629.4,79615,894,406.559999999999,72
"Madrid-Ciudad Lineal","2021-07-27",26466,12035.96,79615,840,382.01,73
"Madrid-Ciudad Lineal","2021-08-03",27306,12417.97,79615,605,275.140000000001,74
"Madrid-Ciudad Lineal","2021-08-10",27911,12693.11,79615,370,168.26,75
"Madrid-Ciudad Lineal","2021-08-17",28281,12861.37,79615,277,125.969999999999,76
"Madrid-Ciudad Lineal","2021-08-24",28558,12987.34,79615,204,92.7800000000007,77
"Madrid-Ciudad Lineal","2021-08-31",28762,13080.12,79615,146,66.3899999999994,78
"Madrid-Ciudad Lineal","2021-09-07",28908,13146.51,79615,93,42.2999999999993,79
"Madrid-Ciudad Lineal","2021-09-14",29001,13188.81,79615,77,35.0100000000002,80
"Madrid-Ciudad Lineal","2021-09-21",29078,13223.82,79615,58,26.380000000001,81
"Madrid-Ciudad Lineal","2021-09-28",29136,13250.2,79615,53,24.0999999999985,82
"Madrid-Ciudad Lineal","2021-10-05",29189,13274.3,79615,43,19.5600000000013,83
"Madrid-Ciudad Lineal","2021-10-13",29232,13293.86,79615,49,22.2799999999988,84
"Madrid-Ciudad Lineal","2021-10-19",29281,13316.14,79615,64,29.1100000000006,85
"Madrid-Ciudad Lineal","2021-10-26",29345,13345.25,79615,50,22.7399999999998,86
"Madrid-Ciudad Lineal","2021-11-02",29395,13367.99,79615,171,77.7600000000002,87
"Madrid-Ciudad Lineal","2021-11-16",29566,13445.75,79615,143,65.0300000000007,88
"Madrid-Ciudad Lineal","2021-11-23",29709,13510.78,79615,199,90.5,89
"Madrid-Ciudad Lineal","2021-11-30",29908,13601.28,79615,211,95.9599999999991,90
"Madrid-Ciudad Lineal","2021-12-07",30119,13697.24,79615,383,174.18,91
"Madrid-Ciudad Lineal","2021-12-14",30502,13871.42,79615,1468,667.6,92
"Madrid-Ciudad Lineal","2021-12-21",31970,14539.02,79615,3079,1400.24,93
"Madrid-Ciudad Lineal","2021-12-28",35049,15939.26,79615,2601,1182.86,94
"Madrid-Ciudad Lineal","2022-01-04",37650,17122.12,79615,2651,1205.6,95
"Madrid-Ciudad Lineal","2022-01-11",40301,18327.72,79615,2993,1361.13,96
"Madrid-Ciudad Lineal","2022-01-18",43294,19688.85,79615,1549,704.440000000002,97
"Madrid-Ciudad Lineal","2022-01-25",44843,20393.29,79615,1120,509.34,98
"Madrid-Ciudad Lineal","2022-02-01",45963,20902.63,79615,1213,551.639999999999,99
"Madrid-Ciudad Lineal","2022-02-08",47176,21454.27,79615,427,194.18,100
"Madrid-Ciudad Lineal","2022-02-15",47603,21648.45,79615,392,178.27,101
"Madrid-Ciudad Lineal","2022-02-22",47995,21826.72,79615,327,148.709999999999,102
"Madrid-Ciudad Lineal","2022-03-01",48322,21975.43,79615,287,130.52,103
"Madrid-Ciudad Lineal","2022-03-08",48609,22105.95,79615,227,103.239999999998,104
"Madrid-Ciudad Lineal","2022-03-15",48836,22209.19,79615,272,123.690000000002,105
"Madrid-Ciudad Lineal","2022-03-22",49108,22332.88,79615,266,120.969999999998,106
"Madrid-Fuencarral-El Pardo","2020-03-03",0,1.63,79608,60,22.77,1
"Madrid-Fuencarral-El Pardo","2020-03-10",60,24.4,79608,305,124.01,2
"Madrid-Fuencarral-El Pardo","2020-03-17",365,148.41,79608,372,151.26,3
"Madrid-Fuencarral-El Pardo","2020-03-24",737,299.67,79608,401,163.05,4
"Madrid-Fuencarral-El Pardo","2020-03-31",1138,462.72,79608,753,306.17,5
"Madrid-Fuencarral-El Pardo","2020-04-07",1891,768.89,79608,308,125.23,6
"Madrid-Fuencarral-El Pardo","2020-04-14",2199,894.12,79608,324,131.74,7
"Madrid-Fuencarral-El Pardo","2020-04-21",2523,1025.86,79608,186,75.6300000000001,8
"Madrid-Fuencarral-El Pardo","2020-04-28",2709,1101.49,79608,126,51.23,9
"Madrid-Fuencarral-El Pardo","2020-05-05",2835,1152.72,79608,85,34.5699999999999,10
"Madrid-Fuencarral-El Pardo","2020-05-12",2920,1187.29,79608,46,18.7,11
"Madrid-Fuencarral-El Pardo","2020-05-19",2966,1205.99,79608,186,75.6299999999999,12
"Madrid-Fuencarral-El Pardo","2020-05-26",3152,1281.62,79608,29,11.7900000000002,13
"Madrid-Fuencarral-El Pardo","2020-06-02",3181,1293.41,79608,53,21.55,14
"Madrid-Fuencarral-El Pardo","2020-06-09",3234,1314.96,79608,41,16.6700000000001,15
"Madrid-Fuencarral-El Pardo","2020-06-16",3275,1331.63,79608,18,7.31999999999994,16
"Madrid-Fuencarral-El Pardo","2020-06-23",3293,1338.95,79608,16,6.50999999999999,17
"Madrid-Fuencarral-El Pardo","2020-06-30",3309,1345.46,79608,39,15.8499999999999,18
"Madrid-Fuencarral-El Pardo","2020-07-07",3348,1361.31,79608,44,17.8900000000001,19
"Madrid-Fuencarral-El Pardo","2020-07-14",3392,1379.2,79608,53,21.55,20
"Madrid-Fuencarral-El Pardo","2020-07-21",3445,1400.75,79608,15,6.09999999999991,21
"Madrid-Fuencarral-El Pardo","2020-07-28",3460,1406.85,NA,70,28.47,22
"Madrid-Fuencarral-El Pardo","2020-08-04",3530,1435.32,79608,129,52.45,23
"Madrid-Fuencarral-El Pardo","2020-08-11",3659,1487.77,79608,245,99.6200000000001,24
"Madrid-Fuencarral-El Pardo","2020-08-18",3904,1587.39,79608,282,114.66,25
"Madrid-Fuencarral-El Pardo","2020-08-25",4186,1702.05,79608,385,156.54,26
"Madrid-Fuencarral-El Pardo","2020-09-01",4571,1858.59,79608,492,200.05,27
"Madrid-Fuencarral-El Pardo","2020-09-08",5063,2058.64,79608,703,285.84,28
"Madrid-Fuencarral-El Pardo","2020-09-15",5766,2344.48,79608,857,348.46,29
"Madrid-Fuencarral-El Pardo","2020-09-22",6623,2692.94,79608,724,294.39,30
"Madrid-Fuencarral-El Pardo","2020-09-29",7347,2987.33,79608,587,238.67,31
"Madrid-Fuencarral-El Pardo","2020-10-06",7934,3226,79608,505,205.34,32
"Madrid-Fuencarral-El Pardo","2020-10-13",8439,3431.34,79608,463,188.26,33
"Madrid-Fuencarral-El Pardo","2020-10-20",8902,3619.6,79608,482,195.98,34
"Madrid-Fuencarral-El Pardo","2020-10-27",9384,3815.58,79608,445,180.94,35
"Madrid-Fuencarral-El Pardo","2020-11-03",9829,3996.52,79608,357,145.16,36
"Madrid-Fuencarral-El Pardo","2020-11-10",10186,4141.68,79608,373,151.66,37
"Madrid-Fuencarral-El Pardo","2020-11-17",10559,4293.34,79608,344,139.87,38
"Madrid-Fuencarral-El Pardo","2020-11-24",10903,4433.21,79608,289,117.51,39
"Madrid-Fuencarral-El Pardo","2020-12-01",11192,4550.72,79608,287,116.7,40
"Madrid-Fuencarral-El Pardo","2020-12-09",11479,4667.42,79608,298,121.17,41
"Madrid-Fuencarral-El Pardo","2020-12-15",11777,4788.59,79608,592,240.71,42
"Madrid-Fuencarral-El Pardo","2020-12-22",12369,5029.3,79608,433,176.059999999999,43
"Madrid-Fuencarral-El Pardo","2020-12-29",12802,5205.36,79608,584,237.450000000001,44
"Madrid-Fuencarral-El Pardo","2021-01-05",13386,5442.81,79608,960,390.339999999999,45
"Madrid-Fuencarral-El Pardo","2021-01-12",14346,5833.15,79608,984,400.1,46
"Madrid-Fuencarral-El Pardo","2021-01-19",15330,6233.25,79608,1277,519.24,47
"Madrid-Fuencarral-El Pardo","2021-01-26",16607,6752.49,79608,1054,428.56,48
"Madrid-Fuencarral-El Pardo","2021-02-02",17661,7181.05,79608,743,302.11,49
"Madrid-Fuencarral-El Pardo","2021-02-09",18404,7483.16,79608,500,203.3,50
"Madrid-Fuencarral-El Pardo","2021-02-16",18904,7686.46,79608,291,118.32,51
"Madrid-Fuencarral-El Pardo","2021-02-23",19195,7804.78,79608,292,118.73,52
"Madrid-Fuencarral-El Pardo","2021-03-02",19487,7923.51,79608,267,108.559999999999,53
"Madrid-Fuencarral-El Pardo","2021-03-09",19754,8032.07,79608,318,129.3,54
"Madrid-Fuencarral-El Pardo","2021-03-16",20072,8161.37,79608,278,113.04,55
"Madrid-Fuencarral-El Pardo","2021-03-23",20350,8274.41,79608,322,130.93,56
"Madrid-Fuencarral-El Pardo","2021-03-30",20672,8405.34,79608,344,139.869999999999,57
"Madrid-Fuencarral-El Pardo","2021-04-06",21016,8545.21,79608,493,61.5200000000004,58
"Madrid-Fuencarral-El Pardo","2021-04-13",21509,8606.73,79608,506,202.48,59
"Madrid-Fuencarral-El Pardo","2021-04-20",22015,8809.21,79608,521,208.470000000001,60
"Madrid-Fuencarral-El Pardo","2021-04-27",22536,9017.68,79608,477,190.869999999999,61
"Madrid-Fuencarral-El Pardo","2021-05-04",23013,9208.55,79608,364,145.650000000001,62
"Madrid-Fuencarral-El Pardo","2021-05-11",23377,9354.2,79608,244,97.6399999999994,63
"Madrid-Fuencarral-El Pardo","2021-05-18",23621,9451.84,79608,251,100.440000000001,64
"Madrid-Fuencarral-El Pardo","2021-05-25",23872,9552.28,79608,166,66.4200000000001,65
"Madrid-Fuencarral-El Pardo","2021-06-01",24038,9618.7,79608,146,58.4200000000001,66
"Madrid-Fuencarral-El Pardo","2021-06-08",24184,9677.12,79608,91,36.4200000000001,67
"Madrid-Fuencarral-El Pardo","2021-06-15",24275,9713.54,79608,101,40.4099999999999,68
"Madrid-Fuencarral-El Pardo","2021-06-22",24376,9753.95,79608,123,49.2199999999993,69
"Madrid-Fuencarral-El Pardo","2021-06-29",24499,9803.17,79608,610,244.09,70
"Madrid-Fuencarral-El Pardo","2021-07-13",25109,10047.26,79608,835,334.119999999999,71
"Madrid-Fuencarral-El Pardo","2021-07-20",25944,10381.38,79608,924,369.730000000001,72
"Madrid-Fuencarral-El Pardo","2021-07-27",26868,10751.11,79608,813,325.32,73
"Madrid-Fuencarral-El Pardo","2021-08-03",27681,11076.43,79608,426,170.459999999999,74
"Madrid-Fuencarral-El Pardo","2021-08-10",28107,11246.89,79608,335,134.050000000001,75
"Madrid-Fuencarral-El Pardo","2021-08-17",28442,11380.94,79608,270,108.039999999999,76
"Madrid-Fuencarral-El Pardo","2021-08-24",28712,11488.98,79608,183,73.2299999999996,77
"Madrid-Fuencarral-El Pardo","2021-08-31",28895,11562.21,79608,183,73.2300000000014,78
"Madrid-Fuencarral-El Pardo","2021-09-07",29078,11635.44,79608,110,44.0100000000002,79
"Madrid-Fuencarral-El Pardo","2021-09-14",29188,11679.45,79608,120,48.0199999999986,80
"Madrid-Fuencarral-El Pardo","2021-09-21",29308,11727.47,79608,97,38.8100000000013,81
"Madrid-Fuencarral-El Pardo","2021-09-28",29405,11766.28,79608,67,26.8099999999995,82
"Madrid-Fuencarral-El Pardo","2021-10-05",29472,11793.09,79608,77,30.8099999999995,83
"Madrid-Fuencarral-El Pardo","2021-10-13",29549,11823.9,79608,49,19.6100000000006,84
"Madrid-Fuencarral-El Pardo","2021-10-19",29598,11843.51,79608,74,29.6100000000006,85
"Madrid-Fuencarral-El Pardo","2021-10-26",29672,11873.12,79608,66,26.4099999999999,86
"Madrid-Fuencarral-El Pardo","2021-11-02",29738,11899.53,79608,181,72.4299999999985,87
"Madrid-Fuencarral-El Pardo","2021-11-16",29919,11971.96,79608,165,66.0200000000004,88
"Madrid-Fuencarral-El Pardo","2021-11-23",30084,12037.98,79608,250,100.040000000001,89
"Madrid-Fuencarral-El Pardo","2021-11-30",30334,12138.02,79608,260,104.039999999999,90
"Madrid-Fuencarral-El Pardo","2021-12-07",30594,12242.06,79608,564,225.68,91
"Madrid-Fuencarral-El Pardo","2021-12-14",31158,12467.74,79608,1743,697.450000000001,92
"Madrid-Fuencarral-El Pardo","2021-12-21",32901,13165.19,79608,3035,1214.44,93
"Madrid-Fuencarral-El Pardo","2021-12-28",35936,14379.63,79608,2349,939.950000000001,94
"Madrid-Fuencarral-El Pardo","2022-01-04",38285,15319.58,79608,2349,939.940000000001,95
"Madrid-Fuencarral-El Pardo","2022-01-11",40634,16259.52,79608,2984,1194.03,96
"Madrid-Fuencarral-El Pardo","2022-01-18",43618,17453.55,79608,1975,790.290000000001,97
"Madrid-Fuencarral-El Pardo","2022-01-25",45593,18243.84,79608,1444,577.810000000001,98
"Madrid-Fuencarral-El Pardo","2022-02-01",47037,18821.65,79608,1532,613.019999999997,99
"Madrid-Fuencarral-El Pardo","2022-02-08",48569,19434.67,79608,564,225.690000000002,100
"Madrid-Fuencarral-El Pardo","2022-02-15",49133,19660.36,79608,773,309.309999999998,101
"Madrid-Fuencarral-El Pardo","2022-02-22",49906,19969.67,79608,974,389.740000000002,102
"Madrid-Fuencarral-El Pardo","2022-03-01",50880,20359.41,79608,1111,444.560000000001,103
"Madrid-Fuencarral-El Pardo","2022-03-08",51991,20803.97,79608,493,197.27,104
"Madrid-Fuencarral-El Pardo","2022-03-15",52484,21001.24,79608,388,155.259999999998,105
"Madrid-Fuencarral-El Pardo","2022-03-22",52872,21156.5,79608,314,125.650000000001,106
"Madrid-Hortaleza","2020-03-03",0,1.06,79616,12,5.32,1
"Madrid-Hortaleza","2020-03-10",12,6.38,79616,94,49.95,2
"Madrid-Hortaleza","2020-03-17",106,56.33,79616,325,172.7,3
"Madrid-Hortaleza","2020-03-24",431,229.03,79616,335,178.01,4
"Madrid-Hortaleza","2020-03-31",766,407.04,79616,422,224.25,5
"Madrid-Hortaleza","2020-04-07",1188,631.29,79616,179,95.12,6
"Madrid-Hortaleza","2020-04-14",1367,726.41,79616,166,88.21,7
"Madrid-Hortaleza","2020-04-21",1533,814.62,79616,103,54.73,8
"Madrid-Hortaleza","2020-04-28",1636,869.35,79616,38,20.1899999999999,9
"Madrid-Hortaleza","2020-05-05",1674,889.54,79616,28,14.88,10
"Madrid-Hortaleza","2020-05-12",1702,904.42,79616,28,14.88,11
"Madrid-Hortaleza","2020-05-19",1730,919.3,79616,99,52.61,12
"Madrid-Hortaleza","2020-05-26",1829,971.91,79616,19,10.09,13
"Madrid-Hortaleza","2020-06-02",1848,982,79616,23,12.22,14
"Madrid-Hortaleza","2020-06-09",1871,994.22,79616,11,5.85000000000002,15
"Madrid-Hortaleza","2020-06-16",1882,1000.07,79616,9,4.77999999999997,16
"Madrid-Hortaleza","2020-06-23",1891,1004.85,79616,6,3.18999999999994,17
"Madrid-Hortaleza","2020-06-30",1897,1008.04,79616,44,23.3800000000001,18
"Madrid-Hortaleza","2020-07-07",1941,1031.42,79616,132,70.1399999999999,19
"Madrid-Hortaleza","2020-07-14",2073,1101.56,79616,39,20.73,20
"Madrid-Hortaleza","2020-07-21",2112,1122.29,79616,20,10.6300000000001,21
"Madrid-Hortaleza","2020-07-28",2132,1132.92,NA,62,32.9399999999998,22
"Madrid-Hortaleza","2020-08-04",2194,1165.86,79616,109,57.9200000000001,23
"Madrid-Hortaleza","2020-08-11",2303,1223.78,79616,176,93.53,24
"Madrid-Hortaleza","2020-08-18",2479,1317.31,79616,312,165.79,25
"Madrid-Hortaleza","2020-08-25",2791,1483.1,79616,431,229.03,26
"Madrid-Hortaleza","2020-09-01",3222,1712.13,79616,357,189.7,27
"Madrid-Hortaleza","2020-09-08",3579,1901.83,79616,535,284.29,28
"Madrid-Hortaleza","2020-09-15",4114,2186.12,79616,587,311.93,29
"Madrid-Hortaleza","2020-09-22",4701,2498.05,79616,502,266.75,30
"Madrid-Hortaleza","2020-09-29",5203,2764.8,79616,502,266.76,31
"Madrid-Hortaleza","2020-10-06",5705,3031.56,79616,432,229.56,32
"Madrid-Hortaleza","2020-10-13",6137,3261.12,79616,359,190.77,33
"Madrid-Hortaleza","2020-10-20",6496,3451.89,79616,365,193.95,34
"Madrid-Hortaleza","2020-10-27",6861,3645.84,79616,321,170.58,35
"Madrid-Hortaleza","2020-11-03",7182,3816.42,79616,305,162.07,36
"Madrid-Hortaleza","2020-11-10",7487,3978.49,79616,348,184.92,37
"Madrid-Hortaleza","2020-11-17",7835,4163.41,79616,245,130.190000000001,38
"Madrid-Hortaleza","2020-11-24",8080,4293.6,79616,254,134.969999999999,39
"Madrid-Hortaleza","2020-12-01",8334,4428.57,79616,231,122.75,40
"Madrid-Hortaleza","2020-12-09",8565,4551.32,79616,291,154.64,41
"Madrid-Hortaleza","2020-12-15",8856,4705.96,79616,453,240.72,42
"Madrid-Hortaleza","2020-12-22",9309,4946.68,79616,405,215.21,43
"Madrid-Hortaleza","2020-12-29",9714,5161.89,79616,516,274.19,44
"Madrid-Hortaleza","2021-01-05",10230,5436.08,79616,760,403.86,45
"Madrid-Hortaleza","2021-01-12",10990,5839.94,79616,784,416.6,46
"Madrid-Hortaleza","2021-01-19",11774,6256.54,79616,834,443.18,47
"Madrid-Hortaleza","2021-01-26",12608,6699.72,79616,759,403.32,48
"Madrid-Hortaleza","2021-02-02",13367,7103.04,79616,662,351.78,49
"Madrid-Hortaleza","2021-02-09",14029,7454.82,79616,399,212.02,50
"Madrid-Hortaleza","2021-02-16",14428,7666.84,79616,344,182.8,51
"Madrid-Hortaleza","2021-02-23",14772,7849.64,79616,264,140.28,52
"Madrid-Hortaleza","2021-03-02",15036,7989.92,79616,226,120.1,53
"Madrid-Hortaleza","2021-03-09",15262,8110.02,79616,183,97.2399999999998,54
"Madrid-Hortaleza","2021-03-16",15445,8207.26,79616,179,95.119999999999,55
"Madrid-Hortaleza","2021-03-23",15624,8302.38,79616,279,148.26,56
"Madrid-Hortaleza","2021-03-30",15903,8450.64,79616,250,132.84,57
"Madrid-Hortaleza","2021-04-06",16153,8583.48,79616,512,41.1800000000003,58
"Madrid-Hortaleza","2021-04-13",16665,8624.66,79616,419,216.85,59
"Madrid-Hortaleza","2021-04-20",17084,8841.51,79616,388,200.799999999999,60
"Madrid-Hortaleza","2021-04-27",17472,9042.31,79616,421,217.880000000001,61
"Madrid-Hortaleza","2021-05-04",17893,9260.19,79616,263,136.109999999999,62
"Madrid-Hortaleza","2021-05-11",18156,9396.3,79616,197,101.950000000001,63
"Madrid-Hortaleza","2021-05-18",18353,9498.25,79616,208,107.65,64
"Madrid-Hortaleza","2021-05-25",18561,9605.9,79616,169,87.4600000000009,65
"Madrid-Hortaleza","2021-06-01",18730,9693.36,79616,105,54.3400000000001,66
"Madrid-Hortaleza","2021-06-08",18835,9747.7,79616,63,32.6099999999988,67
"Madrid-Hortaleza","2021-06-15",18898,9780.31,79616,69,35.7100000000009,68
"Madrid-Hortaleza","2021-06-22",18967,9816.02,79616,149,77.1099999999988,69
"Madrid-Hortaleza","2021-06-29",19116,9893.13,79616,484,250.480000000001,70
"Madrid-Hortaleza","2021-07-13",19600,10143.61,79616,617,319.32,71
"Madrid-Hortaleza","2021-07-20",20217,10462.93,79616,759,392.809999999999,72
"Madrid-Hortaleza","2021-07-27",20976,10855.74,79616,618,319.83,73
"Madrid-Hortaleza","2021-08-03",21594,11175.57,79616,349,180.620000000001,74
"Madrid-Hortaleza","2021-08-10",21943,11356.19,79616,244,126.279999999999,75
"Madrid-Hortaleza","2021-08-17",22187,11482.47,79616,169,87.4600000000009,76
"Madrid-Hortaleza","2021-08-24",22356,11569.93,79616,154,79.6999999999989,77
"Madrid-Hortaleza","2021-08-31",22510,11649.63,79616,114,59,78
"Madrid-Hortaleza","2021-09-07",22624,11708.63,79616,71,36.7400000000016,79
"Madrid-Hortaleza","2021-09-14",22695,11745.37,79616,74,38.2999999999993,80
"Madrid-Hortaleza","2021-09-21",22769,11783.67,79616,51,26.3999999999996,81
"Madrid-Hortaleza","2021-09-28",22820,11810.07,79616,40,20.7000000000007,82
"Madrid-Hortaleza","2021-10-05",22860,11830.77,79616,43,22.25,83
"Madrid-Hortaleza","2021-10-13",22903,11853.02,79616,48,24.8400000000001,84
"Madrid-Hortaleza","2021-10-19",22951,11877.86,79616,51,26.3999999999996,85
"Madrid-Hortaleza","2021-10-26",23002,11904.26,79616,44,22.7700000000004,86
"Madrid-Hortaleza","2021-11-02",23046,11927.03,79616,182,94.1899999999987,87
"Madrid-Hortaleza","2021-11-16",23228,12021.22,79616,121,62.6200000000008,88
"Madrid-Hortaleza","2021-11-23",23349,12083.84,79616,182,94.1900000000005,89
"Madrid-Hortaleza","2021-11-30",23531,12178.03,79616,236,122.139999999999,90
"Madrid-Hortaleza","2021-12-07",23767,12300.17,79616,410,212.190000000001,91
"Madrid-Hortaleza","2021-12-14",24177,12512.36,79616,1381,714.709999999999,92
"Madrid-Hortaleza","2021-12-21",25558,13227.07,79616,2490,1288.65,93
"Madrid-Hortaleza","2021-12-28",28048,14515.72,79616,2080,1076.47,94
"Madrid-Hortaleza","2022-01-04",30128,15592.19,79616,2029,1050.07,95
"Madrid-Hortaleza","2022-01-11",32157,16642.26,79616,2396,1240,96
"Madrid-Hortaleza","2022-01-18",34553,17882.26,79616,1562,808.390000000003,97
"Madrid-Hortaleza","2022-01-25",36115,18690.65,79616,1134,586.879999999997,98
"Madrid-Hortaleza","2022-02-01",37249,19277.53,79616,1250,646.91,99
"Madrid-Hortaleza","2022-02-08",38499,19924.44,79616,528,273.260000000002,100
"Madrid-Hortaleza","2022-02-15",39027,20197.7,79616,536,277.389999999999,101
"Madrid-Hortaleza","2022-02-22",39563,20475.09,79616,336,173.889999999999,102
"Madrid-Hortaleza","2022-03-01",39899,20648.98,79616,359,185.799999999999,103
"Madrid-Hortaleza","2022-03-08",40258,20834.78,79616,265,137.139999999999,104
"Madrid-Hortaleza","2022-03-15",40523,20971.92,79616,331,171.310000000001,105
"Madrid-Hortaleza","2022-03-22",40854,21143.23,79616,316,163.540000000001,106
"Madrid-Latina","2020-03-03",0,0.42,79610,62,25.61,1
"Madrid-Latina","2020-03-10",62,26.03,79610,116,48.69,2
"Madrid-Latina","2020-03-17",178,74.72,79610,330,138.53,3
"Madrid-Latina","2020-03-24",508,213.25,79610,558,234.24,4
"Madrid-Latina","2020-03-31",1066,447.49,79610,566,237.6,5
"Madrid-Latina","2020-04-07",1632,685.09,79610,308,129.29,6
"Madrid-Latina","2020-04-14",1940,814.38,79610,392,164.56,7
"Madrid-Latina","2020-04-21",2332,978.94,79610,197,82.6900000000001,8
"Madrid-Latina","2020-04-28",2529,1061.63,79610,108,45.3399999999999,9
"Madrid-Latina","2020-05-05",2637,1106.97,79610,68,28.54,10
"Madrid-Latina","2020-05-12",2705,1135.51,79610,39,16.3800000000001,11
"Madrid-Latina","2020-05-19",2744,1151.89,79610,146,61.28,12
"Madrid-Latina","2020-05-26",2890,1213.17,79610,56,23.51,13
"Madrid-Latina","2020-06-02",2946,1236.68,79610,36,15.1099999999999,14
"Madrid-Latina","2020-06-09",2982,1251.79,79610,36,15.1200000000001,15
"Madrid-Latina","2020-06-16",3018,1266.91,79610,37,15.53,16
"Madrid-Latina","2020-06-23",3055,1282.44,79610,31,13.01,17
"Madrid-Latina","2020-06-30",3086,1295.45,79610,18,7.55999999999995,18
"Madrid-Latina","2020-07-07",3104,1303.01,79610,25,10.49,19
"Madrid-Latina","2020-07-14",3129,1313.5,79610,37,15.53,20
"Madrid-Latina","2020-07-21",3166,1329.03,79610,67,28.1300000000001,21
"Madrid-Latina","2020-07-28",3233,1357.16,NA,111,46.5999999999999,22
"Madrid-Latina","2020-08-04",3344,1403.76,79610,241,101.16,23
"Madrid-Latina","2020-08-11",3585,1504.92,79610,410,172.12,24
"Madrid-Latina","2020-08-18",3995,1677.04,79610,356,149.44,25
"Madrid-Latina","2020-08-25",4351,1826.48,79610,426,178.83,26
"Madrid-Latina","2020-09-01",4777,2005.31,79610,795,333.72,27
"Madrid-Latina","2020-09-08",5572,2339.03,79610,617,259.01,28
"Madrid-Latina","2020-09-15",6189,2598.04,79610,1111,466.38,29
"Madrid-Latina","2020-09-22",7300,3064.42,79610,902,378.64,30
"Madrid-Latina","2020-09-29",8202,3443.06,79610,1544,648.15,31
"Madrid-Latina","2020-10-06",9746,4091.21,79610,638,267.82,32
"Madrid-Latina","2020-10-13",10384,4359.03,79610,451,189.320000000001,33
"Madrid-Latina","2020-10-20",10835,4548.35,79610,927,389.139999999999,34
"Madrid-Latina","2020-10-27",11762,4937.49,79610,426,178.83,35
"Madrid-Latina","2020-11-03",12188,5116.32,79610,336,141.05,36
"Madrid-Latina","2020-11-10",12524,5257.37,79610,331,138.95,37
"Madrid-Latina","2020-11-17",12855,5396.32,79610,232,97.3900000000003,38
"Madrid-Latina","2020-11-24",13087,5493.71,79610,225,94.4499999999998,39
"Madrid-Latina","2020-12-01",13312,5588.16,79610,220,92.3500000000004,40
"Madrid-Latina","2020-12-09",13532,5680.51,79610,342,143.57,41
"Madrid-Latina","2020-12-15",13874,5824.08,79610,411,172.53,42
"Madrid-Latina","2020-12-22",14285,5996.61,79610,281,117.96,43
"Madrid-Latina","2020-12-29",14566,6114.57,79610,496,208.21,44
"Madrid-Latina","2021-01-05",15062,6322.78,79610,690,289.650000000001,45
"Madrid-Latina","2021-01-12",15752,6612.43,79610,935,392.5,46
"Madrid-Latina","2021-01-19",16687,7004.93,79610,1052,441.61,47
"Madrid-Latina","2021-01-26",17739,7446.54,79610,883,370.67,48
"Madrid-Latina","2021-02-02",18622,7817.21,79610,770,323.23,49
"Madrid-Latina","2021-02-09",19392,8140.44,79610,442,185.55,50
"Madrid-Latina","2021-02-16",19834,8325.99,79610,333,139.790000000001,51
"Madrid-Latina","2021-02-23",20167,8465.78,79610,293,122.99,52
"Madrid-Latina","2021-03-02",20460,8588.77,79610,239,100.33,53
"Madrid-Latina","2021-03-09",20699,8689.1,79610,282,118.379999999999,54
"Madrid-Latina","2021-03-16",20981,8807.48,79610,260,109.140000000001,55
"Madrid-Latina","2021-03-23",21241,8916.62,79610,288,120.9,56
"Madrid-Latina","2021-03-30",21529,9037.52,79610,298,125.1,57
"Madrid-Latina","2021-04-06",21827,9162.62,79610,440,32.8099999999995,58
"Madrid-Latina","2021-04-13",22267,9195.43,79610,447,184.59,59
"Madrid-Latina","2021-04-20",22714,9380.02,79610,494,204,60
"Madrid-Latina","2021-04-27",23208,9584.02,79610,368,151.969999999999,61
"Madrid-Latina","2021-05-04",23576,9735.99,79610,261,107.790000000001,62
"Madrid-Latina","2021-05-11",23837,9843.78,79610,308,127.189999999999,63
"Madrid-Latina","2021-05-18",24145,9970.97,79610,252,104.070000000002,64
"Madrid-Latina","2021-05-25",24397,10075.04,79610,208,85.8899999999994,65
"Madrid-Latina","2021-06-01",24605,10160.93,79610,136,56.1599999999999,66
"Madrid-Latina","2021-06-08",24741,10217.09,79610,100,41.2999999999993,67
"Madrid-Latina","2021-06-15",24841,10258.39,79610,98,40.4700000000012,68
"Madrid-Latina","2021-06-22",24939,10298.86,79610,77,31.7999999999993,69
"Madrid-Latina","2021-06-29",25016,10330.66,79610,428,176.75,70
"Madrid-Latina","2021-07-13",25444,10507.41,79610,624,257.68,71
"Madrid-Latina","2021-07-20",26068,10765.09,79610,815,336.57,72
"Madrid-Latina","2021-07-27",26883,11101.66,79610,927,382.809999999999,73
